product_id,revenue,cost,profit,qty,product_name,profit_margin,revenue_crore,profit_crore,qty_crore
391306,27380074.327999998,20411031.762578998,6969042.565421002,1171389.0,Onion,0.254529716827473,2.7380074328,0.6969042565421002,0.1171389
17748,13977615.168,9063993.224799998,4913621.9432,342704.0,Lemon,0.3515350711936269,1.3977615168,0.49136219431999995,0.0342704
352443,22815074.074,17979391.777209,4835682.296790999,396320.0,Tender Coconut,0.21195119862888065,2.2815074074,0.48356822967909996,0.039632
3881,19037786.507,14819835.066414999,4217951.440585,766785.0,Hybrid Tomato,0.22155682011845773,1.9037786506999999,0.42179514405850005,0.0766785
369752,13955136.150999999,9751212.468252001,4203923.682748001,297974.0,Kiran Watermelon,0.30124562292047263,1.3955136150999998,0.4203923682748001,0.0297974
445675,18320434.285000004,14214318.500133,4106115.7848670003,719921.0,Desi Tomato,0.2241276446284308,1.8320434285000005,0.41061157848670005,0.0719921
247758,11379555.217999998,8187951.321759998,3191603.8962399997,91312.0,Safeda Mango,0.2804682463503997,1.1379555218,0.31916038962399995,0.0091312
333785,12685013.494,9590604.341495005,3094409.1525050006,483844.0,Potato (Chipsona),0.24394212540401736,1.2685013494000001,0.30944091525050005,0.0483844
217614,7124122.6790000005,4159471.5714739994,2964651.107526,283033.0,Bottle Gourd,0.41614262430727017,0.7124122679,0.2964651107526,0.0283033
470636,9657447.901999999,6699132.095194997,2958315.806805,375526.0,Banana,0.3063248010059004,0.9657447901999999,0.29583158068050003,0.0375526
423735,5797649.511000001,3039127.270219001,2758522.240781,521772.0,Green Chilli,0.47580010408480167,0.5797649511,0.2758522240781,0.0521772
253317,8214715.93,5474020.596521998,2740695.333478,167825.0,Mushroom - Packet,0.3336323929923162,0.8214715929999999,0.2740695333478,0.0167825
3898,5960986.218,3296398.052912998,2664588.165087,441270.0,Lady Finger,0.4470045840805532,0.5960986218000001,0.2664588165087,0.044127
311059,9063399.225000001,6430212.162791002,2633187.0622090003,53876.0,Royal Gala Apple,0.29052974461786435,0.9063399225000002,0.26331870622090003,0.0053876
388639,30187228.342,27681254.042270005,2505974.2997300006,97533.0,Chakki Atta (10 kg),0.08301438844729565,3.0187228342,0.25059742997300005,0.0097533
428612,7213388.932999999,4710272.624939,2503116.3080610004,54585.0,Shimla Apple,0.34700975246318394,0.7213388932999999,0.2503116308061,0.0054585
3888,5493933.762000001,3032717.151431001,2461216.610569,281917.0,Green Capsicum,0.4479880386604849,0.5493933762000001,0.24612166105689998,0.0281917
10088,8107239.023000002,5696831.169112999,2410407.8538869997,461428.0,Cucumber,0.29731550371818843,0.8107239023000002,0.24104078538869997,0.0461428
15907,35883584.582,33581179.80504999,2302404.77695,194562.0,Fortune Premium Kachi Ghani Pure Mustard Oil,0.06416317666616107,3.5883584582,0.23024047769499997,0.0194562
3889,4561652.686000001,2290938.8828620007,2270713.8031379995,509505.0,Coriander Bunch,0.4977831412082211,0.45616526860000006,0.22707138031379995,0.0509505
421703,5501854.098000001,3257247.3611210007,2244606.7368790004,270800.0,Ginger,0.40797278461,0.5501854098000001,0.22446067368790004,0.02708
52,44626736.16600001,42387109.22698001,2239626.9390200004,250055.0,Fortune Soya Health Refined Soyabean Oil,0.0501857660100699,4.462673616600001,0.22396269390200005,0.0250055
365455,6821938.757000002,4696798.870467999,2125139.8865320007,175929.0,Muskmelon,0.3115155327877125,0.6821938757000002,0.21251398865320006,0.0175929
4916,5944292.808000001,3933572.226721002,2010720.5812790005,211745.0,French Beans,0.33826068907186313,0.5944292808000001,0.20107205812790005,0.0211745
445396,5244729.111000001,3265454.502824,1979274.6081760006,102444.0,Cauliflower,0.37738357239934106,0.5244729111000002,0.19792746081760007,0.0102444
389689,4919301.011999998,2960799.927922,1958501.0840780013,45660.0,GMC Green Cardamom Whole/Elaichi,0.3981258880683437,0.4919301011999998,0.19585010840780012,0.004566
39493,12210905.6,10389155.625192,1821749.974807999,87051.0,Tata Sampann Unpolished Arhar Dal/Toor Dal,0.14919040687760285,1.22109056,0.1821749974807999,0.0087051
300635,4014841.300999999,2229952.99588,1784888.30512,32025.0,Red & Yellow Capsicum,0.4445725674575052,0.4014841300999999,0.17848883051199999,0.0032025
23343,4343919.471999999,2560554.550433,1783364.9215670007,181202.0,English Cucumber,0.41054281348036026,0.4343919471999999,0.17833649215670005,0.0181202
95031,4316755.713,2598819.059856,1717936.6531439999,182793.0,Garlic,0.3979693935356123,0.43167557130000006,0.1717936653144,0.0182793
448096,6754890.143999998,5088850.738039001,1666039.4059609997,139968.0,Harvest Gold 100% Atta / Wheat Bread,0.24664196906900876,0.6754890143999999,0.16660394059609995,0.0139968
32991,4610085.009000001,2946563.28696,1663521.7220400001,22665.0,Gainda Phenyl (White),0.3608440449129254,0.46100850090000006,0.166352172204,0.0022665
394525,5591401.697000001,3941790.570157001,1649611.1268430003,67228.0,Kiwi,0.29502640236491673,0.5591401697,0.16496111268430003,0.0067228
389714,10990982.718,9384463.548380004,1606519.16962,26156.0,GMC Cashews,0.14616701807646315,1.0990982718,0.160651916962,0.0026156
34353,5914745.927999999,4370971.228609001,1543774.699391,84935.0,Bisleri Packaged Water,0.26100439785297913,0.5914745927999999,0.1543774699391,0.0084935
389703,5094292.586999999,3576249.609315001,1518042.9776850007,53140.0,GMC Plain Makhana/Foxnuts,0.2979889654471079,0.5094292586999999,0.15180429776850007,0.005314
277,10641936.227000002,9175655.071463998,1466281.1555360006,67248.0,Hamdard Rooh Afza Rose Sharbat,0.1377833059942467,1.0641936227000002,0.14662811555360006,0.0067248
391305,8979460.06,7549886.595889,1429573.464110999,282233.0,Potato,0.15920483576503583,0.8979460060000001,0.1429573464110999,0.0282233
82898,22080463.0,20654130.694,1426332.306,46396.0,Milkfood Rich Desi Danedar Ghee,0.06459702887570791,2.2080463,0.14263323060000002,0.0046396
276355,5471339.103,4055562.44022,1415776.66278,13475.0,Ratnagiri Alphonso Mango,0.25876236806519864,0.5471339103,0.141577666278,0.0013475
329500,16721978.467999997,15363591.699487,1358386.768513,217914.0,Amul Fresh Malai Paneer,0.08123361545480255,1.6721978467999996,0.13583867685130002,0.0217914
192,14495109.655000003,13144316.759249995,1350792.8957500006,174458.0,Mother Dairy Paneer,0.09318956033451271,1.4495109655000002,0.13507928957500007,0.0174458
389843,6200501.712,4875821.917941004,1324679.7940590004,37043.0,GMC Cumin Seeds / Jeera Seeds,0.21364074321523233,0.6200501712,0.13246797940590005,0.0037043
317559,5155426.785,3863555.906106,1291870.8788939998,29019.0,Pomegranate,0.25058466209873637,0.5155426785,0.12918708788939998,0.0029019
160,23648669.137999997,22386663.72597,1262005.4120299998,97703.0,Amul Salted Butter,0.05336475404453688,2.3648669138,0.12620054120299998,0.0097703
443549,2879605.099,1620058.1242949993,1259546.9747050002,37713.0,Iceberg Lettuce,0.43740267550658346,0.2879605099,0.1259546974705,0.0037713
319610,9196357.057999998,7937963.002689002,1258394.0553109995,141771.0,Mother Dairy Classic Curd,0.13683614581018366,0.9196357057999999,0.12583940553109996,0.0141771
56692,5046965.476000002,3792730.1713549993,1254235.3046449998,100456.0,Catch Cumin Seeds / Jeera Seeds,0.24851275694460473,0.5046965476000002,0.12542353046449997,0.0100456
169132,6446998.0,5200437.569950998,1246560.430049,97144.0,Green Grapes,0.1933551755482164,0.6446998,0.1246560430049,0.0097144
389719,12408069.395000005,11201626.714620003,1206442.68038,33800.0,GMC American Almonds,0.09723049105980597,1.2408069395000005,0.120644268038,0.00338
3913,2596580.2360000005,1398281.1651740002,1198299.0708259994,134458.0,Orange Carrot,0.46149125461725155,0.25965802360000007,0.11982990708259994,0.0134458
369742,3122256.924,1942296.1376299995,1179960.78637,46344.0,Broccoli,0.37791918317161527,0.31222569240000003,0.11799607863700001,0.0046344
448095,4871857.522,3711391.6414609994,1160465.880539,97774.0,Harvest Gold White Bread,0.2381978280971165,0.4871857522,0.1160465880539,0.0097774
366492,3092911.1950000003,1945258.2494130002,1147652.945587,43872.0,Kiran Watermelon Organic,0.37105913271687063,0.30929111950000004,0.1147652945587,0.0043872
24194,4619171.603,3479034.575904001,1140137.027096,105254.0,Harvest Gold Hearty Brown Bread,0.24682716406455185,0.4619171603,0.1140137027096,0.0105254
36188,7963440.989,6832319.73316,1131121.25584,12150.0,India Gate Super Basmati Rice,0.14203925883326465,0.7963440989,0.113112125584,0.001215
481206,3774150.247,2651929.1809600005,1122221.0660400002,18049.0,Amul Vanilla Magic Gold Ice Cream,0.29734403576858986,0.3774150247,0.11222210660400002,0.0018049
166848,2472955.292,1373242.223422,1099713.0685779997,96953.0,Beetroot,0.44469589569029694,0.2472955292,0.10997130685779997,0.0096953
23653,6470164.298999999,5391213.360693,1078950.9383070003,67077.0,Rajdhani Besan,0.16675788874074782,0.6470164298999999,0.10789509383070003,0.0067077
478895,5891305.211,4841334.739991001,1049970.471009,66576.0,Country Delight Taaza Paneer,0.17822374387402962,0.5891305211,0.10499704710089999,0.0066576
4943,4429415.309,3380766.5242160014,1048648.784784,145101.0,Brown Coconut (Nariyal),0.2367465481625263,0.44294153090000005,0.1048648784784,0.0145101
23379,2673838.5320000006,1632048.3351889998,1041790.1968110002,77424.0,Sweet Corn - Packet,0.38962345120808517,0.2673838532000001,0.10417901968110002,0.0077424
190325,4091915.4180000005,3053515.277001999,1038400.140998,24906.0,Washington Apple,0.25376872073898765,0.40919154180000006,0.10384001409980001,0.0024906
14162,11282088.112999998,10251354.259899998,1030733.8531000004,46327.0,Madhur Pure & Hygienic Sulphurless Sugar (M30),0.09136020236469505,1.1282088112999997,0.10307338531000004,0.0046327
15902,18714862.0,17687887.757329997,1026974.2426699998,20461.0,Fortune Premium Kachi Ghani Pure Mustard Oil,0.054874796440924856,1.8714862,0.10269742426699999,0.0020461
13,5616481.006999999,4620358.852828002,996122.1541720007,62137.0,Fortune 100% Chana Dal Besan,0.17735698793078833,0.5616481006999999,0.09961221541720007,0.0062137
389699,2461373.121,1475032.864042,986340.2569580004,35202.0,GMC - Saunf Seeds,0.40072764610238076,0.24613731209999998,0.09863402569580004,0.0035202
364304,2967758.2210000004,1988445.2517139988,979312.9692859998,51715.0,Sweet Lime,0.3299840810333989,0.29677582210000003,0.09793129692859998,0.0051715
314,8977499.384999998,8003207.185649003,974292.199351,236560.0,Thums Up Soft Drink (750 ml),0.10852601126087409,0.8977499384999998,0.0974292199351,0.023656
339152,2553722.9539999994,1582541.9425140002,971181.011486,107468.0,Cabbage,0.3803000673838953,0.25537229539999995,0.0971181011486,0.0107468
333427,2296386.9159999997,1341257.3531540008,955129.5628460002,55589.0,Potato - Organically Grown,0.415927105398122,0.22963869159999997,0.09551295628460002,0.0055589
389717,4724179.527999999,3769381.623231999,954797.904768,28501.0,GMC American Almonds,0.2021087257816846,0.4724179527999999,0.0954797904768,0.0028501
388638,9793075.027000003,8845428.857009996,947646.16999,61247.0,Chakki Atta (5 kg),0.09676696720665283,0.9793075027000002,0.09476461699899999,0.0061247
380157,14391876.120999994,13445961.500860002,945914.6201399997,42180.0,"Fortune Chakki Fresh (100% Atta, 0% Maida) Atta",0.06572559492502597,1.4391876120999993,0.09459146201399997,0.004218
391051,3433065.3910000003,2489027.3141159997,944038.0768840002,21102.0,GMC Broken Walnut Kernels,0.27498400681759694,0.34330653910000003,0.09440380768840002,0.0021102
31,3840127.147000001,2904113.679754001,936013.4672460007,89883.0,Rajdhani Thick Poha,0.24374543639192697,0.3840127147000001,0.09360134672460006,0.0089883
3923,3396489.3670000006,2467594.4445069996,928894.922493,119735.0,Green Peas,0.2734867747616299,0.33964893670000007,0.0928894922493,0.0119735
425780,2430401.312,1503175.2834050008,927226.0285949997,113163.0,Pointed Gourd,0.3815114911339382,0.24304013119999998,0.09272260285949997,0.0113163
355051,2461222.497,1541421.375677,919801.1213229997,26223.0,Papaya,0.3737171760960869,0.2461222497,0.09198011213229997,0.0026223
389683,4605517.217,3695205.883894,910311.3331060002,55699.0,GMC Raw Peanuts,0.19765669960929388,0.4605517217,0.09103113331060002,0.0055699
86446,6601869.61,5703311.283828999,898558.3261709998,220912.0,Mother Dairy Classic Curd,0.1361066454281274,0.6601869610000001,0.08985583261709998,0.0220912
389763,3141669.5910000014,2253305.0504699997,888364.54053,14071.0,GMC Anjeer,0.2827682908078285,0.31416695910000014,0.088836454053,0.0014071
467659,2516270.08,1633757.6664979996,882512.4135019996,66866.0,Tomato - Organically grown,0.3507224524570906,0.251627008,0.08825124135019996,0.0066866
102806,2240756.87,1359815.70473,880941.16527,9575.0,Origami So Soft Toilet Roll (3 Ply),0.3931444669720013,0.22407568700000002,0.088094116527,0.0009575
4927,2108436.1610000003,1240520.257241,867915.9037590004,137168.0,Bitter Gourd,0.4116396407028803,0.21084361610000002,0.08679159037590004,0.0137168
389944,3367158.7800000003,2499470.9318660004,867687.848134,39967.0,GMC Red Raw Peanuts,0.2576913964639351,0.336715878,0.0867687848134,0.0039967
253144,2742169.4380000005,1875325.494105,866843.9438949999,69365.0,Raw Mango,0.31611611298798226,0.27421694380000006,0.08668439438949999,0.0069365
14795,2169374.264,1305962.2750030004,863411.9889970002,128389.0,Small Purple Brinjal,0.3980004756786403,0.2169374264,0.08634119889970002,0.0128389
23742,5326984.016000001,4466440.783329,860543.2326710002,37205.0,Tata Sampann Unpolished Split Moong Dal (Dhuli),0.16154417398030355,0.5326984016,0.08605432326710002,0.0037205
389715,3919179.1750000007,3059810.2725900006,859368.9024100006,13085.0,GMC Walnut Kernels,0.21927267523052207,0.3919179175000001,0.08593689024100006,0.0013085
389668,3436882.9970000004,2578776.696091001,858106.3009090002,51819.0,GMC Black Masoor Dal,0.24967573864400602,0.34368829970000003,0.08581063009090002,0.0051819
403799,12034270.918999998,11178977.648974005,855293.2700260003,113375.0,Basic Arhar Dal/Toor Dal,0.07107146546581751,1.2034270918999999,0.08552932700260003,0.0113375
391740,12533365.0,11693861.993750002,839503.0062499999,74342.0,GMC Kachi Ghani Mustard Oil,0.06698145360404008,1.2533365,0.08395030062499999,0.0074342
3914,1524415.2619999999,685874.1208029998,838541.141197,77611.0,Mint Leaves,0.5500739608817955,0.15244152619999998,0.08385411411970001,0.0077611
362127,2628462.5039999997,1790104.8449699993,838357.65903,9276.0,Blueberry,0.31895363078384625,0.2628462504,0.083835765903,0.0009276
10967,7430453.341999999,6601097.868489998,829355.4735100003,16816.0,India Gate Rozana Basmati Rice,0.11161572993428809,0.7430453342,0.08293554735100003,0.0016816
474769,6212284.979,5383854.5703920005,828430.4086080003,40948.0,ChefiGo Curry Cut Chicken,0.13335357463613232,0.6212284979,0.08284304086080002,0.0040948
53888,2643772.0530000003,1825685.9280710004,818086.1249289998,14505.0,Kimia Dates - Packet,0.30943897905293416,0.26437720530000003,0.08180861249289999,0.0014505
19512,31302090.457,30488056.04188899,814034.4151110003,1261153.0,Amul Taaza Toned Fresh Milk,0.02600575243462566,3.1302090457,0.08140344151110003,0.1261153
18618,10438970.0,9637548.9045,801421.0955000002,20783.0,Mother Dairy Pure Ghee,0.07677204700272156,1.043897,0.08014210955000002,0.0020783
237680,2925776.3759999997,2126839.548554,798936.8274459998,125169.0,Lady Finger,0.27306831581512503,0.2925776376,0.07989368274459999,0.0125169
166849,2702707.226,1906958.2856599991,795748.9403400006,69874.0,Green Capsicum,0.29442661516752855,0.27027072259999996,0.07957489403400006,0.0069874
89120,3911022.8479999998,3122216.3321529995,788806.5158470006,27592.0,Tata Sampann Unpolished Masoor Dal,0.2016880357143341,0.3911022848,0.07888065158470006,0.0027592
421721,3553696.382,2766976.137501,786720.2444990004,29568.0,Mango,0.22138082715334242,0.3553696382,0.07867202444990004,0.0029568
114916,4821781.507,4052437.1708909995,769344.3361089998,37922.0,Rajdhani Kabuli Chana,0.15955603442256924,0.48217815070000003,0.07693443361089998,0.0037922
389815,2016058.4870000002,1250175.5621299997,765882.92487,22581.0,GMC Mix Dal,0.3798912232996145,0.2016058487,0.076588292487,0.0022581
438128,4743073.716000001,3978540.111798,764533.6042019998,44639.0,Rajma Chitra,0.16118948386211412,0.4743073716000001,0.07645336042019998,0.0044639
103115,11289256.0,10526683.485469997,762572.51453,65278.0,Pansari Kachi Ghani Mustard Oil,0.0675485182132463,1.1289256,0.07625725145300001,0.0065278
12,3977183.7529999996,3216338.9944290007,760844.758571,69921.0,Rajdhani Sooji/Rava,0.19130239028988613,0.3977183753,0.0760844758571,0.0069921
389684,2726610.9750000006,1967023.1902820005,759587.7847180002,36996.0,GMC Cumin Seeds / Jeera Seeds,0.27858311716727396,0.27266109750000006,0.07595877847180002,0.0036996
476087,1431617.42,676445.0,755172.4199999999,12307.0,Ratan Brooms Broom / Jhadu (Grass),0.5274959702571934,0.14316174199999998,0.075517242,0.0012307
352881,4342597.757999999,3589984.6746900026,752613.0833099999,20162.0,Amul Fruit N Nut Fantasy Ice Cream Tub,0.1733094164486049,0.43425977579999997,0.07526130833099999,0.0020162
379583,3193408.445,2442501.054992,750907.3900080005,27075.0,SPT Frozen Green Peas,0.23514292109539423,0.3193408445,0.07509073900080006,0.0027075
18396,3251886.114,2501669.7779270005,750216.3360729996,78605.0,English Oven Brown Bread,0.2307019095297258,0.3251886114,0.07502163360729996,0.0078605
11299,6885120.102,6135775.09202,749345.0099799999,34507.0,Patanjali Mustard Oil,0.1088354304469328,0.6885120102,0.07493450099799999,0.0034507
389720,2899399.854,2155104.16025,744295.6937500002,15842.0,GMC Broken Cashews/Kaju,0.25670681217810404,0.2899399854,0.07442956937500002,0.0015842
304377,3235483.1829999997,2493283.5802770006,742199.602723,20862.0,GMC Raisins,0.22939374453333392,0.32354831829999997,0.0742199602723,0.0020862
17643,1749349.998,1012436.929675,736913.0683250002,145044.0,Curry Leaves,0.42124964653585595,0.1749349998,0.07369130683250003,0.0145044
477483,10376093.612999998,9641193.459239999,734900.1537599999,44386.0,Eggoz Farm Fresh White Eggs,0.07082628406891572,1.0376093612999997,0.07349001537599999,0.0044386
197187,8866645.357,8143600.239780003,723045.1172199999,16512.0,Amul Cow Ghee (Tin),0.08154663777650398,0.8866645357,0.07230451172199999,0.0016512
176,11818863.458000002,11101267.457964998,717596.000035,174856.0,Amul Taaza Homogenised Toned Milk,0.06071615960240835,1.1818863458000002,0.0717596000035,0.0174856
439931,6579152.490000001,5862802.21304,716350.2769599996,18900.0,Grocery Almonds,0.10888184732742065,0.6579152490000001,0.07163502769599996,0.00189
17772,6652614.3599999985,5937391.387917,715222.972083,88015.0,iD Idli & Dosa Batter (1 kg),0.10751006046335747,0.6652614359999999,0.0715222972083,0.0088015
169812,7212192.001000001,6499530.585169999,712661.4158300002,68868.0,Maggi Masala 2 Minute Instant Noodles,0.09881342811328188,0.7212192001000001,0.07126614158300001,0.0068868
3471,4781412.775,4069271.9697370008,712140.8052629997,59816.0,Yakult Probiotic Health Drink,0.14893941158698637,0.4781412775,0.07121408052629997,0.0059816
353470,2216161.4189999998,1510985.0161559999,705176.4028439998,13638.0,Turkey Apple,0.31819722011142904,0.22161614189999998,0.07051764028439998,0.0013638
391805,7890730.262999998,7186752.38548,703977.8775200003,23716.0,Fortune Hamesha Basmati Rice,0.08921580817696752,0.7890730262999999,0.07039778775200004,0.0023716
10974,11728772.292000001,11030359.65765,698412.6343500002,33371.0,Daawat Rozana Super Basmati Rice,0.05954695145939321,1.1728772292,0.06984126343500002,0.0033371
449124,2346937.071,1654601.328829,692335.7421709999,15704.0,Farmland Frozen Green Peas,0.2949954435190733,0.2346937071,0.06923357421709998,0.0015704
34778,7065100.935999999,6374989.157685999,690111.7783139999,236041.0,Amul Moti Toned Milk (90 Days Shelf Life),0.09767896942527135,0.7065100935999998,0.06901117783139998,0.0236041
478893,3808875.1350000002,3120500.611825998,688374.5231739999,65776.0,Country Delight Ghar Jaisa Curd,0.18072908635110713,0.3808875135,0.06883745231739999,0.0065776
383411,2990614.0469999993,2307875.069224,682738.9777760002,64877.0,English Oven 100% Whole Wheat Bread,0.22829391123233775,0.2990614046999999,0.06827389777760001,0.0064877
389686,1670531.292,991368.6169299999,679162.6750699999,26318.0,GMC Coriander Seeds/Dhania,0.4065548956325686,0.16705312919999998,0.06791626750699999,0.0026318
3918,1381368.2729999998,704444.2753300001,676923.99767,84345.0,Spinach Bunch,0.4900387614954293,0.1381368273,0.06769239976699999,0.0084345
332744,1154632.1069999998,477810.7534009998,676821.3535989998,78816.0,Spinach,0.5861792249632981,0.11546321069999999,0.06768213535989998,0.0078816
283,6118646.375,5451127.357721002,667519.0172789998,160601.0,Coca-Cola Soft Drink (750 ml),0.10909586473348033,0.6118646375,0.06675190172789998,0.0160601
50,10242067.0,9582275.129130002,659791.8708700003,57182.0,Fortune Premium Kachi Ghani Pure Mustard Oil,0.06441979640144907,1.0242067,0.06597918708700003,0.0057182
369013,2153378.073,1495267.9786190006,658110.0943810001,72356.0,Ridge Gourd,0.3056175330438596,0.2153378073,0.06581100943810002,0.0072356
389665,2644237.675,1995516.0916140003,648721.5833859999,30313.0,GMC Kabuli Chana,0.24533406717533435,0.26442376749999996,0.0648721583386,0.0030313
73536,8273477.0,7626709.153789997,646767.84621,17006.0,Gopaljee Ananda Ghee,0.07817364406887213,0.8273477,0.064676784621,0.0017006
476202,2197013.6190000004,1550730.2009699997,646283.41803,9427.0,Amul Butterscotch Gold Ice Cream,0.29416450241403796,0.21970136190000003,0.06462834180299999,0.0009427
286009,4790062.507,4144952.9842040013,645109.5227960002,54898.0,Britannia Bourbon The Original Biscuit - Buy 4 Get 1 Free,0.1346766397835652,0.4790062507,0.06451095227960002,0.0054898
23383,2579823.283,1945510.5073909997,634312.775609,111401.0,Ooty Carrot,0.24587450612949602,0.2579823283,0.0634312775609,0.0111401
3885,2283847.239,1649920.088757,633927.1502429999,126020.0,Colocasia,0.27756985643250365,0.2283847239,0.0633927150243,0.012602
450561,2702936.1840000004,2069517.4936810008,633418.6903190002,20128.0,Kwality Walls Shameless Vanilla Frozen Dessert,0.23434467083185864,0.27029361840000005,0.06334186903190002,0.0020128
439933,3998884.052999999,3367500.4898399995,631383.5631600003,9766.0,Grocery Cashews,0.15788993999121595,0.3998884052999999,0.06313835631600002,0.0009766
327916,1165826.679,535115.3383090001,630711.3406909999,28766.0,Orange Carrot,0.5409992343218626,0.1165826679,0.06307113406909999,0.0028766
3916,1085034.125,462222.33866500005,622811.786335,32278.0,Fenugreek,0.5740020262818922,0.1085034125,0.062281178633499995,0.0032278
391333,4416706.287,3794529.2073780014,622177.0796220002,75297.0,G Fresh White Eggs,0.1408690184931014,0.44167062869999996,0.062217707962200025,0.0075297
424416,2569288.1169999996,1949083.6437989995,620204.4732009999,52617.0,Yellaki Banana,0.24139156254891908,0.2569288117,0.06202044732009999,0.0052617
9098,1579450.998,960186.9174750003,619264.0805249999,48171.0,Black Brinjal,0.39207552580558114,0.1579450998,0.061926408052499986,0.0048171
43,14014171.529,13397918.152639998,616253.3763599999,69782.0,Fortune Sunlite Refined Sunflower Oil,0.04397358595795448,1.4014171529,0.06162533763599999,0.0069782
439935,5296148.978,4682310.044841998,613838.9331580001,45339.0,Grocery Arhar Dal/Toor Dal,0.11590288258654799,0.5296148978,0.06138389331580001,0.0045339
189821,2351335.92,1738176.6557980005,613159.2642020002,45531.0,Papaya,0.26077059385117557,0.235133592,0.06131592642020002,0.0045531
190315,2572996.933,1963571.2973060005,609425.6356939999,13211.0,Fuji Apple,0.236854396473546,0.2572996933,0.06094256356939999,0.0013211
462106,2179746.984,1570405.7615279993,609341.2224719999,9963.0,Red Delicious Apple,0.2795467670994607,0.21797469840000003,0.0609341222472,0.0009963
285131,1815859.0369999998,1207530.0681919998,608328.968808,15301.0,Langra Mango,0.3350089166684584,0.18158590369999997,0.0608328968808,0.0015301
18857,2959290.884,2352076.2786630006,607214.6053370003,55931.0,Catch Turmeric Powder/Haldi,0.20518922577703597,0.2959290884,0.060721460533700033,0.0055931
28169,4203909.321,3597015.563017,606893.757983,46056.0,Milky Mist Paneer,0.14436414100355424,0.42039093210000006,0.0606893757983,0.0046056
91891,1600903.4330000004,994093.6462120003,606809.7867879997,67875.0,Sponge Gourd,0.379042092283401,0.16009034330000005,0.06068097867879997,0.0067875
15933,2455406.7620000006,1853474.3600619999,601932.4019380001,38757.0,Harvest Gold Multigrain Bread,0.24514569693850177,0.24554067620000006,0.06019324019380001,0.0038757
39492,2231022.517,1631167.2007320009,599855.3162679999,28631.0,Tata Sampann Whole Unpolished Dal Green Moong (Sabut),0.26887013093646867,0.2231022517,0.059985531626799996,0.0028631
365678,7715970.045999999,7117807.592389996,598162.4536099999,16169.0,Pansari Mahak Mogra Basmati Rice (Broken),0.07752265107873126,0.7715970045999999,0.059816245360999984,0.0016169
318,1668924.8279999997,1072388.786114,596536.041886,92490.0,Bisleri Packaged Water (1 l),0.35743733443097897,0.16689248279999996,0.059653604188599996,0.009249
476211,3454860.8320000004,2860239.8065000004,594621.0255,16066.0,Amul Chocolate Brownie Ice Cream,0.17211142631055765,0.3454860832,0.05946210255,0.0016066
458952,1978339.6,1384975.1208529999,593364.4791469999,15757.0,Litchi,0.2999305473878195,0.19783396,0.05933644791469999,0.0015757
333764,16057169.269999998,15466691.890349997,590477.3796500004,85840.0,Aashirvaad Shudh Chakki Whole Wheat Atta (5 kg),0.036773441801675695,1.6057169269999998,0.059047737965000034,0.008584
25486,6971255.059,6389164.476970001,582090.5820300003,26147.0,Amul Pure Ghee,0.08349867808645334,0.6971255059,0.05820905820300003,0.0026147
476203,1952461.164,1373435.7814,579025.3825999999,8356.0,Amul King Alphonso Gold Ice Cream,0.296561792508975,0.1952461164,0.05790253825999999,0.0008356
389688,1467465.3870000003,890970.2312519999,576495.1557480001,13226.0,GMC Black Peppercorns/Kali Mirch,0.3928509393509804,0.14674653870000004,0.05764951557480001,0.0013226
332740,1149788.0,577499.699388,572288.300612,52853.0,Local Carrot,0.4977337566681858,0.1149788,0.057228830061200005,0.0052853
